"id","name","top","bottom","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma"
"MONSERATE","Clsim",71,114,"10YR","4","3","5YR","3","4"
"MONTEZUMA","Al",0,3,"10YR","6","2","10YR","4","2"
"MONVERO","Al",0,10,"10YR","5","3","10YR","3","2"
"MONVERO","Cl",38,58,"10YR","5","3","10YR","3","2"
"NARBAITZ","2Btssl",23,38,"5YR","4","4","5YR","4","4"
"NARBAITZ","Al",NA,8,"10YR","5","4","10YR","3","2"
"NASHMEAD","0",3,28,NA,NA,NA,NA,NA,NA
"NAWT","A",0,13,"l0YR","5","3","l0YR","3","3"
"NAWT","Bt1",13,25,"l0YR","5","3","l0YR","3","3"
"NEER","Oi",5,0,NA,NA,NA,NA,NA,NA
"NIKAL","Oi",3,0,NA,NA,NA,NA,NA,NA
"NISENE","0",5,25,NA,NA,NA,NA,NA,NA
"NOTNED","01",8,10,NA,NA,NA,NA,NA,NA
"NOYO","01",5,0,NA,NA,NA,NA,NA,NA
"OBIE","02",3,0,NA,NA,NA,NA,NA,NA
"OCHO","2Bqkl",41,56,"10YR","6","3","10YR","3","3"
"OLELO","Cr",94,152,NA,NA,NA,"l0YR","4","1"
"OLOKUI","01",10,20,NA,NA,NA,"5YR","3","2"
"OMNI","Allbg",69,86,"5Y","2","1","5Y","4","4"
"OMNI","Al2bg",86,107,"5Y","4","1","5Y","4","3"
"OMNI","IIIAlbg",114,122,"5Y","4","1","5Y","4","2"
"OMSTOTT","Oi",1,0,NA,NA,NA,NA,NA,NA
"ORAGRAN","0i",0,2,NA,NA,NA,NA,NA,NA
"ORECART","Cl",10,33,"10YR","6","2","10YR","4","3"
"PABLO","R",38,NA,NA,NA,NA,NA,NA,NA
"PABLO","All",NA,8,"10YR","4","1","10YR","2","1"
"PACIFICO","Cr",43,NA,NA,NA,NA,NA,NA,NA
"PACIFICO","0",NA,0,NA,NA,NA,NA,NA,NA
"PADRES","Al",0,8,"2.5Y","6","2","2.5Y","4","2"
"PANIN","A1",0,10,"1OYR","4","2","1OYR","2","2"
"PANIN","A2",10,20,"1OYR","5","2","1OYR","3","2"
"PANIN","Bt1",20,43,"1OYR","5","3","1OYR","3","3"
"PANIN","Bt2",43,56,"1OYR","6","3","1OYR","4","3"
"PAPEEK","Crl",84,99,"10YR","8","1",NA,NA,NA
"PARKS","01",5,13,NA,NA,NA,NA,NA,NA
"PELELIU","R",30,NA,NA,NA,NA,"10YR","8","1"
"PELELIU","01",NA,3,NA,NA,NA,NA,NA,NA
"PENDOLA","0",3,0,NA,NA,NA,NA,NA,NA
"PERDIN","0i",5,18,NA,NA,NA,NA,NA,NA
"PHIPPS","02",NA,5,NA,NA,NA,NA,NA,NA
"PINNACLES","All",0,20,"10YR","6","2","10YR","3","2"
"PLASKETT","01",3,0,NA,NA,NA,NA,NA,NA
"POLANDER","0i",3,8,NA,NA,NA,NA,NA,NA
"POLEBAR","Al",0,20,"10YR","5","3","10YR","3","2"
"POLUM","Bkl",43,61,"10YR","6","2","10YR","4","2"
"PORTOLA","A1",0,8,"1OYR","5","3","1OYR","3","2"
"PORTOLA","01",5,8,NA,NA,NA,NA,NA,NA
"PORTOLA","B1",8,25,"1OYR","6","4","1OYR","4","3"
"PORTOLA","B21",25,53,"1OYR","6","3","1OYR","5","3"
"PORTOLA","B22",53,79,"1OYR","6","3","1OYR","5","3"
"PORTOLA","B3",79,99,"1OYR","6","3","1OYR","5","3"
"PROVIG","O",3,0,NA,NA,NA,NA,NA,NA
"PUAULU","10Bw4",121,130,NA,NA,NA,"7.5YR","3","3"
"PUAULU","10Bw5",130,135,NA,NA,NA,"7.5YR","3","3"
"PUAULU","10Bw6",135,152,NA,NA,NA,"7.5YR","3","3"
"PUNG","Al",0,5,"10YR","5","2","10YR","3","2"
"PUTT","01",5,15,NA,NA,NA,NA,NA,NA
"QUAKING","Oi",3,0,NA,NA,NA,NA,NA,NA
"RACE","O1",4,0,NA,NA,NA,NA,NA,NA
"RANCHOSECO","A",NA,8,"lOYR","6","4","7.5YR","4","4"
"RATSOW","Al",0,5,"10YR","6","2","10YR","3","2"
"RED BLUFF","Btl",51,69,"2.5YR","4","6","lOR","4","4"
"RED BLUFF","Bt2",69,94,"2.5YR","4","6","lOR","4","4"
"RED BLUFF","2Bt3",94,140,"2.5YR","4","6","lOR","4","4"
"RED BLUFF","2BCt",140,183,"2.5YR","4","6","1OR","4","4"
"RED BLUFF","Ap",NA,15,"5YR","4","4","2.5YR","3","4"
"RED HILL","O1",5,0,NA,NA,NA,NA,NA,NA
"REDCAP","AC",8,61,"lOYR","6","2","lOYR","6","4"
"REDCAP","2Bwbl",61,81,"lOYR","7","2","lOYR","4","3"
"REDCAP","2Bwb2",81,112,"lOYR","7","2","lOYR","4","3"
"REDCAP","2Bwb3",112,152,"lOYR","7","2","lOYR","4","4"
"REDCAP","2Cr",152,NA,NA,NA,NA,NA,NA,NA
"REDCAP","A",NA,8,"10YR","6","2","lOYR","4","2"
"REDRIVER","0",3,0,NA,NA,NA,NA,NA,NA
"RELIZ","Al",0,13,"10YR","6","2","10YR","4","2"
"RESCUE","Al",0,13,NA,NA,NA,"5YR","3","4"
"RESCUE","Blt",25,36,"5YR","4","6","5YR","3","6"
"RESCUE","Cl",86,140,"5YR","7","8","5YR","5","6"
"RESCUE","C2",140,168,"lOYR","7","4","7.5YR","5","6"
"RIVALIER","Oi",8,0,NA,NA,NA,NA,NA,NA
"RIZ","Cl",86,117,"10YR","6","4","10YR","5","5"
"RODAD","Bt1",20,18,"10YR","6","3","10YR","4","3"
"ROJO","Bwl",33,51,"7.5YR","6","2","5YR","4","3"
"ROLOC","0i",0,3,NA,NA,NA,NA,NA,NA
"ROWEL","Al",0,3,"10YR","6","2","10YR","4","3"
"RUMBO","Al",0,15,"lOYR","6","2","lOYR","4","2"
"RUMBO","B21t",15,38,"lOYR","4","2","7.5YR","3","2"
"RUMBO","B22t",38,53,"lOYR","4","3","lOYR","3","2"
"RUMBO","B23tsa",53,89,"lOYR","4","4","lOYR","3","2"
"RUMBO","Clca",102,130,"lOYR","6","3","lOYR","3","2"
"RUSSIAN","0",20,64,"10YR","5","2","10YR","3","2"
"RYER","Bl",25,51,"lOYR","6","3","1OYR","5","3"
"RYER","B2t",51,112,"lOYR","5","3","lOYR","4","3"
"RYER","B3",112,163,"lOYR","5","3","lOYR","4","3"
"RYER","IIC",163,213,"lOYR","6","3","lOYR","5","3"
"RYER","Al",NA,25,"lOYR","6","3","lOYR","5","3"
"SAIPAN","Btl",15,48,NA,NA,NA,"5YR","4","4"
"SAN SIMEON","02",5,28,NA,NA,NA,NA,NA,NA
"SANHEDRIN","0i",0,5,NA,NA,NA,NA,NA,NA
"SATTLEY","Oi",10,0,NA,NA,NA,NA,NA,NA
"SCARFACE","Oi",5,0,NA,NA,NA,NA,NA,NA
"SCARIBOU","Oi",5,0,NA,NA,NA,NA,NA,NA
"SHAKESPEARE","0i",0,3,NA,NA,NA,NA,NA,NA
"SHASTA","Oi2",3,0,NA,NA,NA,NA,NA,NA
"SHASTA","Oi1",10,3,NA,NA,NA,NA,NA,NA
"SHASTINA","0",10,0,NA,NA,NA,NA,NA,NA
"SHENANDOAH","Ap",0,15,"lOYR","6","2","lOYR","4","2"
"SHENANDOAH","A12",15,43,"lOYR","6","3",NA,NA,NA
"SHENANDOAH","A13",43,61,"lOYR","6","3","7.5YR","4","3"
"SHENANDOAH","B2t",61,81,"2.5Y","6","2","lOYR","5","4"
"SIERRAVILLE","All",0,8,"5YR","5","3","5YR","3","3"
"SIERRAVILLE","Blt",23,61,"2.5YR","4","4","lOR","3","4"
